num,URL,title,abstract
364,https://openreview.net/forum?id=r7bBk4Gkhx,Fixing Incomplete Value Function Decomposition for Multi-Agent Reinforcement Learning,"Value function decomposition methods for cooperative multi-agent reinforcement learning compose joint values from individual per-agent utilities, and train them using a joint objective.
To ensure that the action selection process between individual utilities and joint values remains consistent, it is imperative for the composition to satisfy the individual-global max (IGM) property.
Although satisfying IGM itself is straightforward, most existing methods (e.g., VDN, QMIX) have limited representation capabilities and are unable to represent the full class of IGM values, and the one exception that has no such limitation (QPLEX) is unnecessarily complex.
In this work, we present a simple formulation of the full class of IGM values that naturally leads to the derivation of QFIX, a novel family of value function decomposition models that expand the representation capabilities of prior models by means of a thin ""fixing"" layer.
We derive multiple variants of QFIX, and implement three instances in two well-known multi-agent frameworks.
We perform an empirical evaluation on multiple SMACv2 and Overcooked environments, which confirms that QFIX
(i) enhances the performance of prior non-IGM-complete methods,
(ii) learns more robustly and performs better than its main competitor QPLEX, and
(iii) employs the simplest and smallest mixing models."
365,https://openreview.net/forum?id=nrx88Mf0Fm,Endpoint Replay: Compressing the Recency Buffer in Deep Reinforcement Learning,"Experience replay remains one of the most practical and useful algorithmic tools in the deep reinforcement learning (DRL) toolbox. Aside from the limited success of prioritized replay and specialized approaches for large asynchronous systems, most DRL algorithms make use of a large, uniformly sampled recency buffer---even the size, one million, remains unchanged. Could we store less data, reduce redundancy, or more effectively chain experience together to speed up value propagation and still retain the performance of large buffers? In this paper, we investigate a simple compression approach that stores representative transitions derived from the end-points of a chain of connected $n$-step trajectory sequences. By curating these end-points in a much smaller recency buffer, our method maintains an effective memory horizon comparable to a standard large buffer while requiring an order of magnitude less storage. Through empirical evaluation, we demonstrate that this approach prevents the systematic bias inherent in naive compression strategies and matches the performance of traditional large buffers in the Pinball environment and the Atari 2600 benchmark."
367,https://openreview.net/forum?id=p4XjSN6EJk,Improving Human Performance with Value-Aware Interventions: A Case Study in Chess,"Artificial intelligence systems are increasingly used to assist humans in sequential decision-making tasks. A common approach is to recommend actions that are optimal according to a strong model of the environment. Such recommendations, however, implicitly assume that the decision maker will continue to act optimally afterward. Human decision makers often deviate from optimal play, meaning that actions that are optimal in isolation may lead to states that are difficult for humans to navigate successfully. This raises a fundamental question: how should AI systems intervene when assisting suboptimal decision makers in sequential environments?
In this work, we study value-aware interventions that account for how humans are likely to behave after receiving assistance. Our approach builds on a basic principle from reinforcement learning: when a policy is suboptimal, discrepancies arise between the actions taken by the policy and those that maximize the expected value of future outcomes. We show how such discrepancies can be used to identify opportunities where interventions improve downstream performance. To operationalize this idea, we develop a data-driven framework that learns models of human decision-making from large datasets and uses these models to guide intervention decisions. We study these ideas in the domain of chess, which provides large-scale human gameplay data and strong AI systems for evaluating intervention strategies."
368,https://openreview.net/forum?id=A1xUuADkdp,Learning World Value Functions with Successor Representation and Vision Models,"World Value Functions (WVFs) provide a framework for learning goal-directed value functions that support super-exponential task composition at inference time. Yet, this composition requires a set of ``primitive'' tasks to compose that are learned through exhaustive interactions with all reward-relevant states. In this work, we significantly reduce the burden of this initial stage of learning. By applying the traditional Successor Representation (SR) factorisation of value into transition dynamics and reward we obtain a single domain-specific successor representation matrix, while each goal is encoded in a unique reward map. This significantly improves the transfer of learning between tasks as all domain-specific knowledge of the environment is shared by construction. Because reward maps are structurally simpler than value functions, which must encode information such as reachability, they are far more amenable to function approximation. Thus, inferring reward maps can be achieved efficiently through the inclusion of a vision module that predict reward locations. This provides a framework that constructs WVFs rather than learns WVFs monolithically through environment interactions. We validate this framework, called Successor Task Representations (STRs), in fully observable and partially observable 2D navigation, demonstrating that this decomposition matches oracle performance while classical RL and end-to-end deep RL baselines fail under changing reward structure. Finally, we show that by using STRs, hexagonal spatial representations emerge from goal-directed learning in sufficiently rich environments. This extends prior theoretical results from the SR which require random exploration and suggests that grid-cells, a hallmark of mammalian navigation, can emerge from goal-directed experience rather than unguided wandering or foraging behaviour."
369,https://openreview.net/forum?id=YbzbCHtv0R,Best-of-Both-Worlds Multi-Dueling Bandits: Unified Algorithms for Stochastic and Adversarial Preferences under Condorcet and Borda Objectives,"Multi-dueling bandits, where a learner selects $m \geq 2$ arms per round and observes only the winner, arise naturally in many applications including ranking and recommendation systems, yet a fundamental question has remained open: can a single algorithm perform optimally in both stochastic and adversarial environments, without knowing which regime it faces? We answer this affirmatively, providing the first best-of-both-worlds algorithms for multi-dueling bandits under both Condorcet and Borda objectives.  For the Condorcet setting, we propose $\texttt{MetaDueling}$, a black-box reduction that converts any dueling bandit algorithm into a multi-dueling 
bandit algorithm by transforming multi-way winner feedback into an unbiased pairwise signal. Instantiating our reduction with $\texttt{Versatile-DB}$ yields the first best-of-both-worlds algorithm for multi-dueling bandits: it achieves $O(\sqrt{KT})$ pseudo-regret against adversarial preferences and the instance-optimal $O\left(\sum_{i \neq a^\star} \frac{\log T}{\Delta_i}\right)$ 
pseudo-regret under stochastic preferences, both simultaneously and without prior knowledge of the regime. For the Borda setting, we propose $\texttt{SA-MiDEX}$, a stochastic-and-adversarial  algorithm that achieves $O\left(K^2 \log KT + K \log^2 T + \sum_{i: \Delta_i^{\mathrm{B}} > 0} \frac{K\log KT}{(\Delta_i^{\mathrm{B}})^2}\right)$ regret in stochastic environments and  $O\left(K \sqrt{T \log KT} + K^{1/3} T^{2/3} (\log K)^{1/3}\right)$ regret against  adversaries, again without prior knowledge of the regime. We complement our upper bounds with matching lower bounds for the Condorcet setting. For the Borda setting, our upper bounds are near-optimal with respect to the respective lower bounds (within a factor of $K$) and match the best-known results in the literature."
374,https://openreview.net/forum?id=jK2XQVLMwG,The Open Ant: A Robot Platform for Reinforcement Learning Research,"Reinforcement learning (RL) research has demonstrated success in both physical and simulated domains, though empirically, the predominant methodology is firmly rooted in simulations. The predominance of simulations makes translating research to physical reality uncertain for both algorithms and researchers.
We propose a physical platform that is designed to simplify the transition. 
In this paper, we present the Open Ant: a physical variant of the commonly used Gymnasium Ant environment, along with a simulation. 
We demonstrate that competent walking policies can be learned from scratch in approximately one hour directly from the physical robot's experience, for two substantially different RL algorithms: SARSA($\lambda$) and Soft Actor-Critic (SAC). 
Separately, we show policies that were learned in simulation transfer to reality. 
We also examine how well the platform supports a nimble experimental ecosystem. Specifically, we observe the speed with which new users from diverse backgrounds achieve their first success with the platform, and how easily the platform can be repaired and updated when hardware issues arise.
Both the hardware design and software are available as open-source for ease of customization.
In summary, we advocate for the use of the Open Ant for RL researchers who frequently use simulated environments, so they can more easily include robot experiments in their evaluations."
375,https://openreview.net/forum?id=7zBllNeNR8,Offline-to-Online Learning in Linear Bandits,"We study online learning with an additional offline dataset in the stochastic linear bandit setting. Although this problem arises frequently in practice, the offline-to-online tradeoff remains poorly understood in structured environments. We propose a linear bandit algorithm that balances this tradeoff: it relies on offline data during early rounds, and increasingly favors exploration as the horizon grows. We establish regret bounds showing that our method is simultaneously competitive with both purely online and purely offline solutions. In particular, it achieves sublinear regret relative to the optimal action in the number of online interactions, while its regret relative to an offline reference decreases as the number of offline samples grows. Empirical results further demonstrate its effectiveness across various problem parameters."
380,https://openreview.net/forum?id=CXkNVn8RRa,Annealed Softmax Greedy in Many-Armed Bayesian Bandits,"Reinforcement learning with verifiable rewards (RLVR) and group-based policy optimization methods such as GRPO update a stochastic policy by softly reweighting sampled completions under KL regularization, often without explicit mechanisms that track epistemic uncertainty.
This paper studies a stylized explanation for why such uncertainty-agnostic updates can nevertheless be effective.
We analyze an annealed softmax (Boltzmann) policy that selects actions according to a softmax of empirical mean rewards in a many-armed Bayesian Bernoulli bandit.
Under a $\beta$-regular upper-tail condition on the prior, implying an abundance of near-optimal arms, we prove that annealed softmax greedy achieves Bayes regret $\tilde{O}(m + T/m)$, and in particular $\tilde{O}(\sqrt{T})$ when the number of active arms scales as $m = \Theta(\sqrt{T})$, matching the benchmark rate of greedy in the same regime.
The key mechanism is multiplicity: with high probability many near-optimal arms maintain persistently high empirical means, so the softmax normalizer suppresses probability leakage to clearly inferior arms.
This reconciles worst-case limitations of monotone-temperature Boltzmann exploration with strong performance in many-armed Bayesian regimes, and suggests a stylized link between pass@$k$-style tail mass of a base policy and the effectiveness of group-sampling policy optimization."
386,https://openreview.net/forum?id=grDnSkwTC9,Collaborative Learning under Strategic Behavior: Mechanisms for Eliciting Feedback in Principal-Agent Bandit Games,"Collaborative multi-armed bandits (MAB) has emerged as a promising framework that allows multiple agents to share the burden of exploration and find optimal actions for a common problem. While several recent results demonstrate the benefit of collaboration in minimizing per-agent regret, prior work on collaborative MABs primarily rely on the assumption that all participating agents behave truthfully. The case of strategic agent behavior where an agent may free-ride on the information shared by others without performing exploration has received limited attention in the collaborative MAB setting; such free-riding strategies can lead to a collapse in exploration resulting in high regret for all honest agents.

This paper addresses the problem of collaborative multi-armed bandits in the presence of strategic agent behavior. Our main contribution is to design mechanisms for penalizing agents so that truthful behavior, i.e., performing sufficient exploration and reporting feedback accurately, is a Nash equilibrium. Furthermore, under this Nash equilibrium, the per-agent regret with collaboration is smaller by a factor of $1/\sqrt{M}$ than the per-agent regret without collaboration, where $M$ is the number of agents. Our results establish that it is possible to achieve the benefit of collaboration even in the presence of strategic agents who may want to free-ride. Numerical simulations show that our theoretical results hold empirically, as well."
399,https://openreview.net/forum?id=n6vAhHslmN,Learning Communication Skills in Multi-task Multi-agent Deep Reinforcement Learning,"In multi-agent deep reinforcement learning (MADRL), agents can communicate with one another to perform a task in a coordinated manner. When multiple tasks are involved, agents can also leverage knowledge from one task to improve learning in other tasks. In this paper, we propose Multi-task Communication Skills (MCS), a MADRL method with communication that learns and performs multiple tasks simultaneously, with agents interacting through learnable communication protocols. Specifically, MCS adopts a task-invariant communication protocol that enables communication under varying numbers of agents and tasks with different observation and action spaces. To enhance coordinated behaviors among agents, we further correlate communicated messages to agents' policies for each task. We adapt three existing multi-agent benchmark environments to multi-task settings. Empirical results demonstrate that MCS achieves better performance than multi-task MADRL baselines without communication, as well as single-task MADRL baselines with and without communication."
403,https://openreview.net/forum?id=gbzDhuyJR0,Revisiting Adam for Streaming Reinforcement Learning,"Learning from a sequence of interactions, as soon as observations are perceived and acted upon, without explicitly storing them, holds the promise of simpler, more efficient and adaptive algorithms. For over a decade, however, deep reinforcement learning walked the contrary path, augmenting agents with replay buffers or parallel sampling routines, in an effort to tame learning instability. Recently, this topic has been revisited by  Elsayed et al. (2024), focusing on update computation through eligibility traces and modifications to the optimisation routine, resulting in the StreamQ algorithm. In this work we take a step back, investigating the efficacy of established updates, such as those implemented by DQN and C51 within this online setting. Not only do we find that they perform well, but through analysing how the optimisation algorithm generally, and Adam in particular, interacts with these updates, we contend that two properties are essential for robust performance: i) the derivative of the objective is to be bounded and ii) weight updates are variance-adjusted. Rigorous and exhaustive experimentation demonstrates that C51, which exhibits both characteristics, is competitive with StreamQ across a subset of 37 Atari games. Using these insights, we derive a variance-adjusted algorithm based on eligibility traces, termed Adaptive Q(λ), which approaches double the human baseline on the same subset, surpassing existing methods by all performance metrics."
408,https://openreview.net/forum?id=ZMfzu1NSCf,Generalize and Guide: Decomposing Rewards for Few-Shot Inverse Reinforcement Learning,"Inverse reinforcement learning (IRL) provides a powerful framework for learning from demonstrations. However, real-world tasks often exhibit substantial natural variations (e.g., picking up mugs with varying shapes), making it impractical to collect demonstrations that fully specify a new task under every possible scenario. In practice, while demonstrations for the target task are limited, it is often easier to obtain datasets of heterogeneous but related behaviors. This motivates the problem of few-shot IRL with multi-task demonstrations (FM-IRL), where an agent must learn a new task with substantial variations from only a limited number of target-task demonstrations,  together with sufficient demonstrations of related tasks and online agent experience. To do so, we must both recover the expert distribution of the new task and provide guidance when the agent deviates from it. We introduce Multitask discriminator Proximity-Guided IRL (MPG), which learns two complementary reward components: (1) a generalizable discriminator that transfers shared structure across related tasks to identify expert behavior in a new task, and (2) a proximity function that measures how far a state deviates from expert behavior and provides corrective guidance during exploration.  We demonstrate the effectiveness of our method on multiple challenging navigation and manipulation tasks under significant variations (e.g., object configurations, table layouts, and initial robot poses), resulting in an average 35.4% increase in success rate over the next best method."
412,https://openreview.net/forum?id=kHdfRjMXF6,Improving Reward-Based Hindsight Credit Assignment,"Accurately attributing credit to past actions is crucial for sample-efficient reinforcement learning. While temporal-difference learning with $\lambda$-returns is the most commonly used approach, it assigns credit based on the temporal proximity of actions and outcomes---a heuristic that may be overly simple in complex environments. Hindsight-based approaches offer an alternative by using a model that leverages future information to more explicitly credit previous actions that were critical to achieving specific outcomes. Recent work has shown that predicting past actions using future rewards can be an effective hindsight model for credit assignment. However, we show that the associated credit-assignment algorithm, Counterfactual Contribution Analysis (COCOA), suboptimally handles immediate rewards in noisy settings, degenerating into a high-variance estimator even with perfect hindsight. We introduce Reward Hindsight Credit Assignment (R-HCA), which extends hindsight reweighting to incorporate immediate rewards. We prove that the variance of R-HCA is no greater than that of the COCOA in contextual bandit problems and sparse-reward Markov Decision Processes. Our experiments demonstrate that R-HCA with learned hindsight models outperforms COCOA in domains that require long-term credit assignment with noisy intermediate rewards."
426,https://openreview.net/forum?id=qJZ9EEmff5,"Bandits for Efficient Experimentation: Adapting to Control Group, Preferences, and Context Drifts","We consider a variant of the linear contextual stochastic multi-armed bandits, where the learner must provide recommendations to a group of users, each having its personalized preference vector, and in the presence of context distributions that are drifting over time. Under practitioner-friendly assumptions, we reduce this setting to linear bandit with stationary mean but heteroscedastic and non-stationary noise. We further study the case when the learner must ensure the mean reward of each decision must exceed that of a baseline strategy $\boldsymbol{\pi}_0$ at each decision step. We introduce  **Dri-MED**, an algorithm inspired from the linear version of the MED strategy, and carefully adapted to handle the non-stationary heteroskedastic noise. We show that the instance-dependent regret scales as $\tilde{\mathcal O}\left(\frac{\kappa}{\tilde{\Delta}}d^2(\log(T)\right)$, where $\tilde{\Delta}$ is the constraint-aware sub-optimality gap subject to policy $\pi_0$, with variance-aware multiplicative term $\kappa$ that we carefully handle using heteroscedastic regression. We further show **Dri-MED** enjoys $\tilde{\mathcal O}(d)$ expected constraint violations. Our numerical results suggest that \texttt{Dri-MED} significantly outperforms conservative baselines that ignores the drift and preference structure."
429,https://openreview.net/forum?id=jOJtDt4N8i,Unsupervised Behavioral Compression: Learning Low-Dimensional Policy Manifolds through State-Occupancy Matching,"Deep Reinforcement Learning (DRL) is widely recognized as sample-inefficient, a limitation attributable in part to the high dimensionality and substantial functional redundancy inherent to the policy parameter space. A recent framework, which we refer to as Action-based Policy Compression (APC), mitigates this issue by compressing the parameter space $\\Theta$ into a low-dimensional latent manifold $\\mathcal Z$ using a learned generative mapping $g:\\mathcal Z \\to \\Theta$. However, its performance is severely constrained by relying on immediate action-matching as a reconstruction loss, a myopic proxy for behavioral similarity that suffers from compounding errors across sequential decisions. To overcome this bottleneck, we introduce Occupancy-based Policy Compression (OPC), which enhances APC by shifting behavior representation from immediate action-matching to long-horizon state-space coverage. Specifically, we propose two principal improvements: (1) we curate the dataset generation with an information-theoretic uniqueness metric that delivers a diverse population of policies; and (2) we propose a fully differentiable compression objective that directly minimizes the divergence between the true and reconstructed mixture occupancy distributions. These modifications force the generative model to organize the latent space around true functional similarity, promoting a latent representation that generalizes over a broad spectrum of behaviors while retaining most of the original parameter space's expressivity. Finally, we empirically validate the advantages of our contributions across multiple continuous control benchmarks."
433,https://openreview.net/forum?id=fw9PyhHWEW,Q-Based Variational Inverse Reinforcement Learning,"The development of safe and beneficial AI requires that systems can learn and act in accordance with human preferences. However, explicitly specifying these preferences by hand is often infeasible. Inverse reinforcement learning (IRL) addresses this challenge by inferring preferences, represented as reward functions, from expert behaviour. We introduce Q-based Variational IRL (QVIRL), a novel Bayesian IRL method that recovers a posterior distribution over rewards from expert demonstrations via primarily learning a variational distribution over Q-values. Unlike previous approaches, QVIRL combines scalability with uncertainty quantification, important for safety-critical applications as well as active learning. We demonstrate QVIRL's strong performance in apprenticeship learning across various tasks, including classical control problems and driving in the Highway Environment, both with static data and with active learning."
435,https://openreview.net/forum?id=l7QX3f521V,ACPO: Agent-Chained Policy Optimization for Multi-Agent Reinforcement Learning,"Cooperative Multi-Agent Reinforcement Learning (MARL) aims to learn decentralized policies that maximize a shared return. Existing methods typically rely on independent policy optimization, which lacks convergence guarantees without strong value-decomposition assumptions, or on alternating policy optimization, which converges only to Nash Equilibria~(NE) that may be far from the optimum. To overcome these limitations, we introduce the Agent-Chained Belief MDP (AC-BMDP), 
a serialized formulation that resolves the partial observability induced by simultaneous action selection by equipping each agent with a belief over realized actions of preceding agents. This belief-augmented formulation yields  agent-specific value functions that are naturally chained across agents. Building on this framework, we propose Agent-Chained Policy Iteration (ACPI) and prove that it converges to the optimal joint policy, and further develop a general actor-critic algorithm, Agent-Chained Policy Optimization (ACPO), with practical on-policy and off-policy instantiations. Empirical evaluations on Multi-Robot Warehouse, SMACv2, and MA-MuJoCo show that ACPO consistently outperforms strong state-of-the-art baselines, with performance gains that grow substantially as the number of agents increases."
439,https://openreview.net/forum?id=rSIEpa8AW0,Cohering Reinforcement Learning,"The Markov assumption is woven through the entire foundation of reinforcement learning (RL), allowing it to be cast as a purely instrumentalist framework of maximizing reward. However, deep RL agents *construct* their states, not necessarily ever reaching Markovness. Shifting out of theoretical inertia, we invite attention to the active process of state construction, away from the third-person bird's eye view into a first-person *phenomenological* perspective. We use this lens to challenge the primacy of reward maximization in non-Markov settings, arguing that it is not suited to account for the ""spatial"" or relational aspects of behaviour that become necessary. We take the Extended Mind thesis as a running thread, trace its evolution from functional equivalence to enactive sense making, and use it to inform our proposal. We propose that in non-Markov worlds another principle is necessary -- the drive for *coherence* -- a complementary coupling between the agent and the environment. To operationalize this beyond another auxiliary reward, we propose a radical but simple shift -- of the domain of the reward function from real to complex numbers. The imaginary dimension becomes a remarkably well-suited vehicle for expressing the philosophical concepts we explore, and naturally offers mathematics to express our coherence principle for the now-complex representation. This work sketches the foundations for a new generation of RL agents that are concerned with more than their gain, and offers a completely new lens for considering classical open problems."
444,https://openreview.net/forum?id=nGAKircQA5,Generalization in Monitored Markov Decision Processes (Mon-MDPs),"Reinforcement learning (RL) typically models the interaction between the agent and environment as a Markov decision process (MDP), assuming fully observable rewards. In many real-world settings, this assumption fails, motivating the monitored Markov decision process (Mon-MDP), where rewards may be unobserved. Prior work on Mon-MDPs has been limited to simple, tabular cases, restricting their applicability to real-world problems. This work explores Mon-MDPs using function approximation and investigates the challenges. We show that combining function approximation with a learned reward model enables agents to generalize from monitored states with observable rewards to unmonitored states with unobservable rewards. Therefore, we demonstrate that such generalization with a reward model achieves near-optimal policies in environments formally defined as unsolvable. However, we also uncover a critical limitation: agents may incorrectly extrapolate rewards due to overgeneralization, which can lead to undesirable behaviors. To mitigate overgeneralization, we propose a cautious policy optimization method leveraging reward uncertainty. This work serves as a step towards bridging the gap between Mon-MDP theory and real-world applications."
447,https://openreview.net/forum?id=uwVJQcudqP,Dynamic Object Masks as Goal Representations for Visual Goal-Conditioned Reinforcement Learning,"Goal‑conditioned reinforcement learning (GCRL) offers a unified way to pursue diverse tasks, yet most existing methods rely on state‑ or position‑based goal representations that are unavailable in real‑world robotics. Robots operating in warehouses, agriculture, or laboratory environments rarely have access to privileged goal states, object positions, or future observations, limiting the practicality of current GCRL approaches. We propose a dynamic mask‑based goal representation that provides simple, goal‑agnostic visual cues for vision‑based navigation and manipulation. At each timestep, an image‑based goal detector produces a goal mask using standard image processing, task‑specific object recognizers, or pretrained detectors such as Detic or Grounded DINO. These masks specify the spatial target without requiring privileged goal states, enabling broad applicability and strong generalization to unseen objects. Our method improves stability and sample efficiency in GCRL, achieving 99% success in reaching both training and novel objects across simulated navigation and manipulation tasks. We further demonstrate learning from scratch and sim‑to‑real transfer on Franka and UR10e robotic arms, showing the effectiveness of our approach for real‑world RL tasks."
451,https://openreview.net/forum?id=79lKhZPeAh,Gated Q-learning: Add Off-Policy Bias to Taste,"Multistep credit assignment is critical for sample-efficient reinforcement learning, yet managing off-policy bias in Q-learning remains a fundamental challenge. Practitioners have generally been limited to a binary choice: eliminate bias at the cost of severely truncated eligibility traces (Watkins' Q($\lambda$)), or ignore the bias to learn faster while injecting detrimental errors into the value estimates (Peng's Q($\lambda$)). Modern off-policy estimators fail to resolve this tension, as importance-sampling ratios collapse under Q-learning's greedy target policy. In this paper, we introduce Gated Q-learning, a novel algorithmic framework that resolves this classic dilemma by smoothly interpolating between these two historical extremes. Rather than relying on importance sampling, our approach employs a continuous, state-action-dependent gating mechanism to selectively attenuate eligibility traces in an exploration-aware manner. We provide a rigorous theoretical foundation for this mechanism, proving the expected operator remains a contraction mapping and deriving its exact fixed point. Empirical evaluations verify that intermediate gating safely enables longer credit-assignment horizons, yielding faster initial learning than previous baselines. Gated Q-learning offers a simple alternative to importance sampling while enabling a high degree of customization over the effective multistep horizon and the amount of off-policy bias in Q-learning agents."
453,https://openreview.net/forum?id=MrIaUTpbCG,The challenge of hidden gifts in multi-agent reinforcement learning,"Sometimes we benefit from actions that others have taken even when we are uncertain that they took those actions. For example, if your neighbor chooses not to take a parking spot in front of your house when you are not there, you can benefit, even without being aware that they took this action. These ""hidden gifts"" represent an interesting challenge for multi-agent reinforcement learning (MARL), since assigning credit when the beneficial actions of others are hidden is non-trivial. Here, we study the impact of hidden gifts with a simple MARL task. In this task, agents in a grid-world environment have individual doors to unlock in order to obtain individual rewards. As well, if all the agents unlock their door the group receives a larger collective reward. However, there is only one key for all of the doors, such that the collective reward can only be obtained when the agents drop the key for others after they use it. Notably, there is nothing to indicate to an agent that the other agents have dropped the key, thus the act of dropping the key for others is a ""hidden gift"". We show that several different state-of-the-art MARL algorithms, including MARL specific architectures, fail to learn how to obtain the collective reward in this simple task. Interestingly, we find that decentralized actor-critic policy gradient agents can solve the task when we provide them with information about their own action history, but MARL agents still cannot solve the task with action history. Finally, we derive a correction term for these policy gradient agents, inspired by learning aware approaches, which reduces the variance in learning and helps them to converge to a collective success more reliably. These results show that credit assignment in multi-agent settings can be particularly challenging in the presence of ""hidden gifts"", and demonstrate that self learning-awareness in decentralized agents can benefit these settings."
464,https://openreview.net/forum?id=6GlkXJ1Ivu,Leveraging Reward Machines for Efficient Multi-Objective Reinforcement Learning,"Reinforcement Learning (RL) provides a powerful framework for sequential decision-making, typically assuming a single scalar reward function and a Markovian reward structure. However, many real-world problems involve multiple, potentially conflicting objectives and require temporally extended behaviours that fundamentally violate the Markov property. These complexities have separately motivated the study of Multi-Objective Reinforcement Learning (MORL) and Reward Machines (RMs), both of which demand new representations and learning strategies to ensure effective, sample-efficient, and interpretable solutions. To address these challenges, we propose a novel framework, Multi-Objective Reward Machines (MORMs), to handle non-Markovian reward structure and multiple objectives in a unified setting, enabling more principled and sample-efficient learning in complex sequential decision-making tasks."
473,https://openreview.net/forum?id=1hDCtWsbR2,A-3PO: Accelerating Asynchronous LLM Training with Staleness-aware Proximal Policy Approximation,"Decoupled PPO has been a successful reinforcement learning (RL) algorithm to deal with the high data staleness under the asynchronous RL setting. Decoupled loss used in decoupled PPO improves coupled-loss style of algorithms' (e.g., standard PPO, GRPO) learning stability by introducing a proximal policy to decouple the off-policy correction (importance weight) from the policy update constraint (trust region). However, the proximal policy requires an extra forward pass through the model at each training step, creating a computational overhead for large language models training. We observe that since the proximal policy only serves as a trust region anchor between the behavior and target policies, we can approximate it through simple interpolation without explicit computation. We call this approach A-3PO (APproximated Proximal Policy Optimization). A-3PO eliminates this overhead, accelerating training by 1.8$\times$ speedup while maintaining comparable performance.  Code \& off-the-shelf example are contributed to the open-source RL training system AReaL: https://github.com/areal-project/AReaL/tree/v1.0.0.rc1."
475,https://openreview.net/forum?id=DfGN2oJf7Z,Skill-based Safe Reinforcement Learning with Risk Planning,"Safe Reinforcement Learning (Safe RL) aims to ensure safety when an RL agent conducts learning by interacting with real-world environments where improper actions can induce high costs or lead to severe consequences. In this paper, we propose a novel Safe Skill Planning (SSkP) approach to enhance effective safe RL by exploiting auxiliary offline demonstration data. SSkP involves a two-stage process. First, we employ Positive-Unlabeled (PU) learning to learn a skill risk predictor from the offline demonstration data. Then, based on the learned skill risk predictor, we develop a novel risk planning process to enhance online safe RL and learn a risk-averse safe policy efficiently through interactions with the online RL environment, while simultaneously adapting the skill risk predictor to the environment. We conduct experiments in several robotic simulation environments. The experimental results demonstrate that the proposed approach consistently outperforms previous state-of-the-art safe RL methods."
476,https://openreview.net/forum?id=y3asRheRkG,Design Principles for Tabular Multi-Policy MORL in Infinite Horizons,"Multi-objective reinforcement learning (MORL) addresses problems with multiple, often conflicting goals by seeking a set of trade-off policies rather than a single solution. Existing tabular solutions are limited to episodic problems and are incompatible with infinite-horizon settings. In this work, we address this gap by deriving a set of design principles for tabular multi-policy MORL, where the proposed framework supports both stationary and non-stationary policies, prevents spurious domination, and incorporates cycle detection for robust return guarantees. Through ablation studies, we show how each principle contributes to discovering diverse and reliable policies that map the entire Pareto front."
485,https://openreview.net/forum?id=MiQ10BUfRX,Discovering High Quality Chess Puzzles with Offline Reinforcement Learning,"Learning and skill mastery requires extensive and deliberate practice. In many learning settings, producing high-quality pedagogical materials can require a high level of domain expertise and be very time-consuming. Pedagogical materials often need to train students to engage in different thinking patterns. In some domains, such as chess, puzzles are used to help students practice their skills in calculating the next moves and recognizing known patterns on a board.
Giving students a practice set of puzzles to help them learn different modes of thinking is challenging because the teacher needs to carefully balance between different motifs and how many look-ahead steps a student needs to perform.
Popular online platforms like Chess.com and Lichess offer players millions of puzzles. Unlike chess tactics puzzles procured by human experts, where chess beginners can learn valuable insights, these puzzles are automatically generated and often regarded as having low pedagogical values. These platforms also rely on a heuristic to recommend puzzles to users for practice.
Using the user history data over an entire year, a total of 1.5 billion puzzle-solving histories, we learn the pedagogical value of a puzzle and how to automatically choose a set of puzzles to better support chess learners using insights from offline reinforcement learning.
We show that using offline policy evaluation, our trained policy has significant impact on beginners with puzzle-solving Elo range of 100-1000, particularly for the group of beginners whose learning growth was stagnant.
We also performed a qualitative analysis of the puzzles discovered by our model by collecting annotation ratings from title-holding chess players.
The success of our pipeline shows promise for a future where we can understand the pedagogical values of practice items given general user interaction data."
486,https://openreview.net/forum?id=A5N1DrQMnm,Human-Like Goalkeeping in a Realistic Football Simulation: a Sample-Efficient Reinforcement Learning Approach,"While several high-profile video games have served as testbeds for Deep Reinforcement Learning (DRL), this technique has rarely been employed by the game industry for crafting authentic AI behaviors. Previous research focuses on training super-human agents with large models, which is impractical for game studios with limited resources aiming for human-like agents. This paper proposes a sample-efficient DRL method tailored for training and fine-tuning agents in industrial settings such as the video game industry. Our method improves sample efficiency of value-based DRL by leveraging pre-collected data and increasing network plasticity. We evaluate our method training a goalkeeper agent in EA SPORTS FC 25, one of the best-selling football simulations today. Our agent outperforms the game's built-in AI by 10% in ball saving rate. Ablation studies show that our method trains agents 50% faster compared to standard DRL methods. Finally, qualitative evaluation from domain experts indicates that our approach creates more human-like gameplay compared to hand-crafted agents. As a testament to the impact of the approach, the method has been adopted for use in the most recent release of the series."
493,https://openreview.net/forum?id=6D85s5Eh3H,Grounding LTL Tasks in Sub-Symbolic RL Environments for Zero-Shot Generalization,In this work we address the problem of training a Reinforcement Learning agent to follow multiple temporally-extended instructions expressed in Linear Temporal Logic in sub-symbolic environments. Previous multi-task work has mostly relied on knowledge of the mapping between raw observations and symbols appearing in the formulae. We drop this unrealistic assumption by jointly training a multi-task policy and a symbol grounder with the same experience. The symbol grounder is trained only from raw observations and sparse rewards via Neural Reward Machines in a semi-supervised fashion. Experiments on vision-based environments show that our method achieves performance comparable to using the true symbol grounding and significantly outperforms state-of-the-art methods for sub-symbolic environments.
